id,city,name,country,lastUpdated,firstUpdated,coordinates.latitude,coordinates.longitude,parameterIds,has_pm25,has_pm10,has_so2,has_no,has_o3,sensorCount,metroArea
2857420.0,,home,AT,2024-09-11T06:00:00+00:00,2024-05-20T20:00:00+00:00,48.249,16.451,"[2, 19, 125, 1, 100, 98]",1.0,1.0,0.0,0.0,0.0,2.0,Vienna
3035984.0,,Bonygasse,AT,2024-09-04T00:00:00+00:00,2024-08-29T15:00:00+00:00,48.179,16.332,"[1, 98, 2, 100, 125, 19]",1.0,1.0,0.0,0.0,0.0,2.0,Vienna
4618.0,1210 Wien,Floridsdorf,AT,2024-08-14T09:00:00+00:00,2017-02-18T07:00:00+00:00,48.26108599954025,16.396953999634114,"[1, 5, 2]",1.0,1.0,0.0,0.0,0.0,2.0,Vienna
4633.0,1190 Wien,Hohe Warte,AT,2024-08-14T09:00:00+00:00,2017-02-18T07:00:00+00:00,48.24899299940872,16.357078999592627,"[6, 3, 5, 19843]",0.0,0.0,1.0,1.0,1.0,3.0,Vienna
2876226.0,1230 Wien,Liesing - Carlberger-Gasse Gewerbegebiet,AT,2024-08-14T09:00:00+00:00,2024-05-28T23:00:00+00:00,48.141249999538644,16.300082999567955,"[3, 2, 1, 5]",1.0,1.0,0.0,0.0,1.0,3.0,Vienna
4563.0,1120 Wien,Gaudenzdorf,AT,2024-08-14T09:00:00+00:00,2017-02-18T07:00:00+00:00,48.18714699945706,16.33933099979564,"[2, 5, 1]",1.0,1.0,0.0,0.0,0.0,2.0,Vienna
4550.0,"1010 Wien, Stephansplatz 1",Stephansplatz,AT,2024-08-14T09:00:00+00:00,2017-02-18T07:00:00+00:00,48.208149999712305,16.373253999919783,"[3, 6, 19843, 5]",0.0,0.0,1.0,1.0,1.0,3.0,Vienna
2876867.0,1070 Wien,Neubaugürtel,AT,2024-08-14T09:00:00+00:00,2024-05-29T08:00:00+00:00,48.196789999276696,16.339839999608667,"[6, 5]",0.0,0.0,1.0,0.0,0.0,1.0,Vienna
4641.0,1180 Wien,Schafberg,AT,2024-08-14T09:00:00+00:00,2017-02-18T07:00:00+00:00,48.23536999952967,16.301563000049683,"[1, 6, 2, 5]",1.0,1.0,1.0,0.0,0.0,3.0,Vienna
4543.0,1220 Wien,Stadlau,AT,2024-08-14T09:00:00+00:00,2023-05-06T00:00:00+00:00,48.22636099968734,16.45834499999982,"[6, 2, 1, 5]",1.0,1.0,1.0,0.0,0.0,3.0,Vienna
4520.0,1100 Wien,Belgradplatz,AT,2024-08-14T09:00:00+00:00,2023-05-06T00:00:00+00:00,48.17435299931363,16.361417000032255,"[5, 1, 2]",1.0,1.0,0.0,0.0,0.0,2.0,Vienna
4596.0,1190 Wien,Hermannskogel,AT,2024-08-14T09:00:00+00:00,2017-02-18T07:00:00+00:00,48.270199999363115,16.297200000394017,"[19843, 6, 5, 3]",0.0,0.0,1.0,1.0,1.0,3.0,Vienna
4578.0,1160 Wien,Kendlerstraße,AT,2024-08-14T09:00:00+00:00,2017-02-18T07:00:00+00:00,48.20499999927913,16.309750000309077,"[5, 1, 2]",1.0,1.0,0.0,0.0,0.0,2.0,Vienna
3420.0,1020 Wien,Taborstraße,AT,2024-08-14T09:00:00+00:00,2017-01-11T13:00:00+00:00,48.216738999711964,16.38091800012245,"[1, 2, 4, 5]",1.0,1.0,0.0,0.0,0.0,2.0,Vienna
4585.0,1130 Wien,Hietzinger Kai,AT,2024-08-14T09:00:00+00:00,2017-01-11T13:00:00+00:00,48.18837299973404,16.300019999818762,"[4, 5]",0.0,0.0,0.0,0.0,0.0,0.0,Vienna
2162102.0,1090 Wien,AKH,AT,2024-08-14T09:00:00+00:00,2024-01-28T23:00:00+00:00,48.21910999970677,16.349817999796098,"[2, 1, 5]",1.0,1.0,0.0,0.0,0.0,2.0,Vienna
2812.0,1020 Wien,A23 Südosttangente/Wehlistraße,AT,2024-08-14T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.2030599994596,16.43454999985093,"[1, 5, 4, 6, 2]",1.0,1.0,1.0,0.0,0.0,3.0,Vienna
4649.0,1110 Wien,Kaiser-Ebersdorf,AT,2024-08-14T09:00:00+00:00,2017-02-18T07:00:00+00:00,48.1567079996343,16.476050999964016,"[5, 1, 6, 2]",1.0,1.0,1.0,0.0,0.0,3.0,Vienna
2162066.0,2331 Vösendorf,Vösendorf - Peter Jordan-Straße,AT,2024-08-14T09:00:00+00:00,2024-01-28T23:00:00+00:00,48.12473999951048,16.331449999858,"[5, 4]",0.0,0.0,0.0,0.0,0.0,0.0,Vienna
4662.0,1230 Wien,Liesing - Carlberger-Gasse Gewerbegebiet,AT,2024-05-31T11:00:00+00:00,2017-02-18T07:00:00+00:00,48.141249999538644,16.301277999644327,"[3, 5, 1, 2, 19843]",1.0,1.0,0.0,1.0,1.0,4.0,Vienna
2825320.0,,Stuwerviertel,AT,2024-05-20T18:00:00+00:00,2024-05-02T17:00:00+00:00,48.2195277778,16.4050277778,"[19, 100, 1, 98, 125, 2]",1.0,1.0,0.0,0.0,0.0,2.0,Vienna
3424.0,Amt der Niederösterreichischen Landesregierung,NET.03,AT,2024-03-04T10:00:00+00:00,2017-01-11T13:00:00+00:00,48.12499999946648,16.331387999999997,"[4, 5]",0.0,0.0,0.0,0.0,0.0,0.0,Vienna
4632.0,Gemeinde Wien; MA22 Umweltschutz,NET.09,AT,2024-03-04T10:00:00+00:00,2017-02-18T07:00:00+00:00,48.21951699946667,16.345551999999998,"[2, 1, 5]",1.0,1.0,0.0,0.0,0.0,2.0,Vienna
4665.0,Wien,AT90LAA,AT,2023-12-30T23:00:00+00:00,2017-02-18T07:00:00+00:00,48.1610363883555,16.3929202777778,"[1, 2, 3]",1.0,1.0,0.0,0.0,1.0,3.0,Vienna
3428.0,,Rinnb�ckstra�e - A23,AT,2017-03-29T16:00:00+00:00,2017-01-11T13:00:00+00:00,48.184144166133294,16.4065972222222,[4],0.0,0.0,0.0,0.0,0.0,0.0,Vienna
2783.0,,Vösendorf,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.125026192709605,16.331641359878137,"[4, 5]",0.0,0.0,0.0,0.0,0.0,0.0,Vienna
2777.0,,Wien Taborstrasse,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.21806464890474,16.381947015788832,"[1, 5, 4]",0.0,1.0,0.0,0.0,0.0,1.0,Vienna
2782.0,,Wien Stadlau,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.22805937688927,16.46054960314929,"[1, 5, 6]",0.0,1.0,1.0,0.0,0.0,2.0,Vienna
2788.0,,Wien Laaer Berg,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.161410964660504,16.392816630726674,"[1, 3]",0.0,1.0,0.0,0.0,1.0,2.0,Vienna
2807.0,,Wien Gaudenzdorf,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.187769306263824,16.34053468119092,"[5, 1]",0.0,1.0,0.0,0.0,0.0,1.0,Vienna
2810.0,,Wien AKH,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.21914201881355,16.345834741367224,"[5, 1]",0.0,1.0,0.0,0.0,0.0,1.0,Vienna
2751.0,,Wien Hohe Warte - Zentralanstalt für Meteorologie und Geodyn,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.249179535401346,16.357782334646014,"[3, 5, 6]",0.0,0.0,1.0,0.0,1.0,2.0,Vienna
2787.0,,Wien Liesing,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.13803656081193,16.296696895325887,"[1, 5]",0.0,1.0,0.0,0.0,0.0,1.0,Vienna
2784.0,,Wien Schafberg,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.235838353194374,16.303074933843135,"[5, 1, 6]",0.0,1.0,1.0,0.0,0.0,2.0,Vienna
2753.0,,Wien Stephansplatz,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.20890608925811,16.373862178231754,"[5, 3, 6]",0.0,0.0,1.0,0.0,1.0,2.0,Vienna
2809.0,,Wien Belgradplatz,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.1750111647454,16.36308239482232,"[1, 5]",0.0,1.0,0.0,0.0,0.0,1.0,Vienna
2799.0,,Wien Hietzinger Kai,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.18890720219492,16.30199695550219,"[5, 4]",0.0,0.0,0.0,0.0,0.0,0.0,Vienna
2754.0,,Wien Kaiserebersdorf,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.156916713820294,16.47555146839408,"[1, 6, 5]",0.0,1.0,1.0,0.0,0.0,2.0,Vienna
2808.0,,Wien Floridsdorf Gerichtsgasse,AT,2016-12-12T09:00:00+00:00,2016-11-18T05:00:00+00:00,48.26084273999853,16.396948881033623,"[1, 5]",0.0,1.0,0.0,0.0,0.0,1.0,Vienna
353013.0,N/A,Baku,AZ,2024-09-05T10:00:00+00:00,2022-06-23T13:00:00+00:00,40.386992,49.842946,[2],1.0,0.0,0.0,0.0,0.0,1.0,Baku City
3024336.0,,Anor Londo,BE,2024-09-11T06:00:00+00:00,2024-08-19T21:00:00+00:00,50.81178348852564,4.348504961741019,"[100, 1, 19, 2, 125, 98]",1.0,1.0,0.0,0.0,0.0,2.0,Brussels
3028113.0,,Farron,BE,2024-09-11T06:00:00+00:00,2024-08-22T11:00:00+00:00,50.82720180961881,4.364362411157264,"[125, 2, 100, 98, 19, 1]",1.0,1.0,0.0,0.0,0.0,2.0,Brussels
2162120.0,Brussel=Bruxelles,41B004 - STE.CATHERI,BE,2024-09-10T22:00:00+00:00,2024-01-28T23:00:00+00:00,50.8520599409503,4.347777501954267,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
2515834.0,Bruxelles,BETVBX3 - Brussel (Rue de Laeken),BE,2024-09-10T22:00:00+00:00,2024-03-05T13:00:00+00:00,50.85501819975802,4.3524486336338555,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
2162133.0,Brussel=Bruxelles,41B004 - STE.CATHERI,BE,2024-09-10T22:00:00+00:00,2024-03-23T16:00:00+00:00,50.8520599409503,4.347777501954267,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
4904.0,Ukkel=Uccle,41R012 - UCCLE,BE,2024-09-10T22:00:00+00:00,2016-11-17T23:00:00+00:00,50.79664962554332,4.358623958324089,"[6, 2, 3, 1, 5]",1.0,1.0,1.0,0.0,1.0,4.0,Brussels
